name,symbol,description,chromosome,color
2134,EXTL1,exostosin-like glycosyltransferase 1,1,"rgb(141,211,199)"
2146,EZH2,enhancer of zeste 2 polycomb repressive complex 2 subunit,7,"rgb(255,255,179)"
2151,F2RL2,coagulation factor II (thrombin) receptor-like 2,5,"rgb(255,255,179)"
2175,FANCA,"Fanconi anemia, complementation group A",16,"rgb(251,128,114)"
2176,FANCC,"Fanconi anemia, complementation group C",9,"rgb(190,186,218)"
2185,PTK2B,protein tyrosine kinase 2 beta,8,"rgb(255,255,179)"
2203,FBP1,"fructose-1,6-bisphosphatase 1",9,"rgb(190,186,218)"
2207,FCER1G,"Fc fragment of IgE, high affinity I, receptor for; gamma polypeptide",1,"rgb(141,211,199)"
2213,FCGR2B,"Fc fragment of IgG, low affinity IIb, receptor (CD32)",1,"rgb(141,211,199)"
2241,FER,fer (fps/fes related) tyrosine kinase,5,"rgb(255,255,179)"
2260,FGFR1,fibroblast growth factor receptor 1,8,"rgb(255,255,179)"
2261,FGFR3,fibroblast growth factor receptor 3,4,"rgb(141,211,199)"
2264,FGFR4,fibroblast growth factor receptor 4,5,"rgb(255,255,179)"
2268,FGR,"FGR proto-oncogene, Src family tyrosine kinase",1,"rgb(141,211,199)"
2295,FOXF2,forkhead box F2,6,"rgb(255,255,179)"
2316,FLNA,"filamin A, alpha",X,"rgb(253,180,98)"
2317,FLNB,"filamin B, beta",3,"rgb(141,211,199)"
2318,FLNC,"filamin C, gamma",7,"rgb(255,255,179)"
2321,FLT1,fms-related tyrosine kinase 1,13,"rgb(251,128,114)"
2335,FN1,fibronectin 1,2,"rgb(141,211,199)"
2475,MTOR,mechanistic target of rapamycin (serine/threonine kinase),1,"rgb(141,211,199)"
2494,NR5A2,"nuclear receptor subfamily 5, group A, member 2",1,"rgb(141,211,199)"
2533,FYB,FYN binding protein,5,"rgb(255,255,179)"
2534,FYN,"FYN proto-oncogene, Src family tyrosine kinase",6,"rgb(255,255,179)"
2547,XRCC6,X-ray repair complementing defective repair in Chinese hamster cells 6,22,"rgb(253,180,98)"
2549,GAB1,GRB2-associated binding protein 1,4,"rgb(141,211,199)"
2550,GABBR1,"gamma-aminobutyric acid (GABA) B receptor, 1",6,"rgb(255,255,179)"
2571,GAD1,"glutamate decarboxylase 1 (brain, 67kDa)",2,"rgb(141,211,199)"
2597,GAPDH,glyceraldehyde-3-phosphate dehydrogenase,12,"rgb(190,186,218)"
2634,GBP2,"guanylate binding protein 2, interferon-inducible",1,"rgb(141,211,199)"
2639,GCDH,glutaryl-CoA dehydrogenase,19,"rgb(128,177,211)"
2670,GFAP,glial fibrillary acidic protein,17,"rgb(128,177,211)"
2690,GHR,growth hormone receptor,5,"rgb(255,255,179)"
2697,GJA1,"gap junction protein, alpha 1, 43kDa",6,"rgb(255,255,179)"
2815,GP9,glycoprotein IX (platelet),3,"rgb(141,211,199)"
2885,GRB2,growth factor receptor-bound protein 2,17,"rgb(128,177,211)"
2886,GRB7,growth factor receptor-bound protein 7,17,"rgb(128,177,211)"
2887,GRB10,growth factor receptor-bound protein 10,7,"rgb(255,255,179)"
2896,GRN,granulin,17,"rgb(128,177,211)"
2906,GRIN2D,"glutamate receptor, ionotropic, N-methyl D-aspartate 2D",19,"rgb(128,177,211)"
2932,GSK3B,glycogen synthase kinase 3 beta,3,"rgb(141,211,199)"
2954,GSTZ1,glutathione S-transferase zeta 1,14,"rgb(251,128,114)"
2975,GTF3C1,"general transcription factor IIIC, polypeptide 1, alpha 220kDa",16,"rgb(251,128,114)"
3055,HCK,"HCK proto-oncogene, Src family tyrosine kinase",20,"rgb(128,177,211)"
3320,HSP90AA1,"heat shock protein 90kDa alpha (cytosolic), class A member 1",14,"rgb(251,128,114)"
3667,IRS1,insulin receptor substrate 1,2,"rgb(141,211,199)"
3702,ITK,IL2-inducible T-cell kinase,5,"rgb(255,255,179)"
3716,JAK1,Janus kinase 1,1,"rgb(141,211,199)"
3717,JAK2,Janus kinase 2,9,"rgb(190,186,218)"
3725,JUN,jun proto-oncogene,1,"rgb(141,211,199)"
3728,JUP,junction plakoglobin,17,"rgb(128,177,211)"
3815,KIT,v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog,4,"rgb(141,211,199)"
4035,LRP1,low density lipoprotein receptor-related protein 1,12,"rgb(190,186,218)"
4036,LRP2,low density lipoprotein receptor-related protein 2,2,"rgb(141,211,199)"
4053,LTBP2,latent transforming growth factor beta binding protein 2,14,"rgb(251,128,114)"
4067,LYN,"LYN proto-oncogene, Src family tyrosine kinase",8,"rgb(255,255,179)"
4145,MATK,megakaryocyte-associated tyrosine kinase,19,"rgb(128,177,211)"
4233,MET,"MET proto-oncogene, receptor tyrosine kinase",7,"rgb(255,255,179)"
4288,MKI67,marker of proliferation Ki-67,10,"rgb(190,186,218)"
4582,MUC1,"mucin 1, cell surface associated",1,"rgb(141,211,199)"
4585,MUC4,"mucin 4, cell surface associated",3,"rgb(141,211,199)"
4690,NCK1,NCK adaptor protein 1,3,"rgb(141,211,199)"
4790,NFKB1,nuclear factor of kappa light polypeptide gene enhancer in B-cells 1,4,"rgb(141,211,199)"
4853,NOTCH2,notch 2,1,"rgb(141,211,199)"
4854,NOTCH3,notch 3,19,"rgb(128,177,211)"
4969,OGN,osteoglycin,9,"rgb(190,186,218)"
5027,P2RX7,"purinergic receptor P2X, ligand-gated ion channel, 7",12,"rgb(190,186,218)"
5077,PAX3,paired box 3,2,"rgb(141,211,199)"
5156,PDGFRA,"platelet-derived growth factor receptor, alpha polypeptide",4,"rgb(141,211,199)"
5295,PIK3R1,"phosphoinositide-3-kinase, regulatory subunit 1 (alpha)",5,"rgb(255,255,179)"
5296,PIK3R2,"phosphoinositide-3-kinase, regulatory subunit 2 (beta)",19,"rgb(128,177,211)"
5335,PLCG1,"phospholipase C, gamma 1",20,"rgb(128,177,211)"
5336,PLCG2,"phospholipase C, gamma 2 (phosphatidylinositol-specific)",16,"rgb(251,128,114)"
5336,PLCG2,"phospholipase C, gamma 2 (phosphatidylinositol-specific)",16,"rgb(251,128,114)"
5359,PLSCR1,phospholipid scramblase 1,3,"rgb(141,211,199)"
5424,POLD1,"polymerase (DNA directed), delta 1, catalytic subunit",19,"rgb(128,177,211)"
5580,PRKCD,"protein kinase C, delta",3,"rgb(141,211,199)"
5663,PSEN1,presenilin 1,14,"rgb(251,128,114)"
5747,PTK2,protein tyrosine kinase 2,8,"rgb(255,255,179)"
5753,PTK6,protein tyrosine kinase 6,20,"rgb(128,177,211)"
5774,PTPN3,"protein tyrosine phosphatase, non-receptor type 3",9,"rgb(190,186,218)"
5775,PTPN4,"protein tyrosine phosphatase, non-receptor type 4 (megakaryocyte)",2,"rgb(141,211,199)"
5777,PTPN6,"protein tyrosine phosphatase, non-receptor type 6",12,"rgb(190,186,218)"
5781,PTPN11,"protein tyrosine phosphatase, non-receptor type 11",12,"rgb(190,186,218)"
5782,PTPN12,"protein tyrosine phosphatase, non-receptor type 12",7,"rgb(255,255,179)"
5787,PTPRB,"protein tyrosine phosphatase, receptor type, B",12,"rgb(190,186,218)"
5788,PTPRC,"protein tyrosine phosphatase, receptor type, C",1,"rgb(141,211,199)"
5793,PTPRG,"protein tyrosine phosphatase, receptor type, G",3,"rgb(141,211,199)"
5795,PTPRJ,"protein tyrosine phosphatase, receptor type, J",11,"rgb(190,186,218)"
5796,PTPRK,"protein tyrosine phosphatase, receptor type, K",6,"rgb(255,255,179)"
5800,PTPRO,"protein tyrosine phosphatase, receptor type, O",12,"rgb(190,186,218)"
5803,PTPRZ1,"protein tyrosine phosphatase, receptor-type, Z polypeptide 1",7,"rgb(255,255,179)"
5829,PXN,paxillin,12,"rgb(190,186,218)"
5888,RAD51,RAD51 recombinase,15,"rgb(251,128,114)"
5921,RASA1,RAS p21 protein activator (GTPase activating protein) 1,5,"rgb(255,255,179)"
5925,RB1,retinoblastoma 1,13,"rgb(251,128,114)"
5979,RET,ret proto-oncogene,10,"rgb(190,186,218)"
6189,RPS3A,ribosomal protein S3A,4,"rgb(141,211,199)"
6452,SH3BP2,SH3-domain binding protein 2,4,"rgb(141,211,199)"
6464,SHC1,SHC (Src homology 2 domain containing) transforming protein 1,1,"rgb(141,211,199)"
6500,SKP1,S-phase kinase-associated protein 1,5,"rgb(255,255,179)"
6503,SLA,Src-like-adaptor,8,"rgb(255,255,179)"
6581,SLC22A3,"solute carrier family 22 (organic cation transporter), member 3",6,"rgb(255,255,179)"
6622,SNCA,"synuclein, alpha (non A4 component of amyloid precursor)",4,"rgb(141,211,199)"
6654,SOS1,son of sevenless homolog 1 (Drosophila),2,"rgb(141,211,199)"
6655,SOS2,son of sevenless homolog 2 (Drosophila),14,"rgb(251,128,114)"
6667,SP1,Sp1 transcription factor,12,"rgb(190,186,218)"
6714,SRC,"SRC proto-oncogene, non-receptor tyrosine kinase",20,"rgb(128,177,211)"
6772,STAT1,"signal transducer and activator of transcription 1, 91kDa",2,"rgb(141,211,199)"
6774,STAT3,signal transducer and activator of transcription 3 (acute-phase response factor),17,"rgb(128,177,211)"
6776,STAT5A,signal transducer and activator of transcription 5A,17,"rgb(128,177,211)"
6830,SUPT6H,suppressor of Ty 6 homolog (S. cerevisiae),17,"rgb(128,177,211)"
6850,SYK,spleen tyrosine kinase,9,"rgb(190,186,218)"
6927,HNF1A,HNF1 homeobox A,12,"rgb(190,186,218)"
6929,TCF3,transcription factor 3,19,"rgb(128,177,211)"
6934,TCF7L2,"transcription factor 7-like 2 (T-cell specific, HMG-box)",10,"rgb(190,186,218)"
7006,TEC,tec protein tyrosine kinase,4,"rgb(141,211,199)"
7041,TGFB1I1,transforming growth factor beta 1 induced transcript 1,16,"rgb(251,128,114)"
7046,TGFBR1,"transforming growth factor, beta receptor 1",9,"rgb(190,186,218)"
7094,TLN1,talin 1,9,"rgb(190,186,218)"
7112,TMPO,thymopoietin,12,"rgb(190,186,218)"
7157,TP53,tumor protein p53,17,"rgb(128,177,211)"
7159,TP53BP2,tumor protein p53 binding protein 2,1,"rgb(141,211,199)"
7161,TP73,tumor protein p73,1,"rgb(141,211,199)"
7294,TXK,TXK tyrosine kinase,4,"rgb(141,211,199)"
7409,VAV1,vav 1 guanine nucleotide exchange factor,19,"rgb(128,177,211)"
7410,VAV2,vav 2 guanine nucleotide exchange factor,9,"rgb(190,186,218)"
7430,EZR,ezrin,6,"rgb(255,255,179)"
7436,VLDLR,very low density lipoprotein receptor,9,"rgb(190,186,218)"
7441,VPREB1,pre-B lymphocyte 1,22,"rgb(253,180,98)"
7454,WAS,Wiskott-Aldrich syndrome,X,"rgb(253,180,98)"
7534,YWHAZ,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta",8,"rgb(255,255,179)"
7535,ZAP70,zeta-chain (TCR) associated protein kinase 70kDa,2,"rgb(141,211,199)"
7804,LRP8,"low density lipoprotein receptor-related protein 8, apolipoprotein e receptor",1,"rgb(141,211,199)"
8013,NR4A3,"nuclear receptor subfamily 4, group A, member 3",9,"rgb(190,186,218)"
8312,AXIN1,axin 1,16,"rgb(251,128,114)"
8412,BCAR3,breast cancer anti-estrogen resistance 3,1,"rgb(141,211,199)"
8440,NCK2,NCK adaptor protein 2,2,"rgb(141,211,199)"
8471,IRS4,insulin receptor substrate 4,X,"rgb(253,180,98)"
8482,SEMA7A,"semaphorin 7A, GPI membrane anchor (John Milton Hagen blood group)",15,"rgb(251,128,114)"
8503,PIK3R3,"phosphoinositide-3-kinase, regulatory subunit 3 (gamma)",1,"rgb(141,211,199)"
8506,CNTNAP1,contactin associated protein 1,17,"rgb(128,177,211)"
8646,CHRD,chordin,3,"rgb(141,211,199)"
8651,SOCS1,suppressor of cytokine signaling 1,16,"rgb(251,128,114)"
8724,SNX3,sorting nexin 3,6,"rgb(255,255,179)"
8831,SYNGAP1,synaptic Ras GTPase activating protein 1,6,"rgb(255,255,179)"
8853,ASAP2,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 2",2,"rgb(141,211,199)"
8871,SYNJ2,synaptojanin 2,6,"rgb(255,255,179)"
8882,ZPR1,ZPR1 zinc finger,11,"rgb(190,186,218)"
8933,FAM127A,"family with sequence similarity 127, member A",X,"rgb(253,180,98)"
8945,BTRC,beta-transducin repeat containing E3 ubiquitin protein ligase,10,"rgb(190,186,218)"
9047,SH2D2A,SH2 domain containing 2A,1,"rgb(141,211,199)"
9054,NFS1,NFS1 cysteine desulfurase,20,"rgb(128,177,211)"
9229,DLGAP1,"discs, large (Drosophila) homolog-associated protein 1",18,"rgb(128,177,211)"
9402,GRAP2,GRB2-related adaptor protein 2,22,"rgb(253,180,98)"
9472,AKAP6,A kinase (PRKA) anchor protein 6,14,"rgb(251,128,114)"
9479,MAPK8IP1,mitogen-activated protein kinase 8 interacting protein 1,11,"rgb(190,186,218)"
9564,BCAR1,breast cancer anti-estrogen resistance 1,16,"rgb(251,128,114)"
9610,RIN1,Ras and Rab interactor 1,11,"rgb(190,186,218)"
9743,ARHGAP32,Rho GTPase activating protein 32,11,"rgb(190,186,218)"
9744,ACAP1,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 1",17,"rgb(128,177,211)"
9749,PHACTR2,phosphatase and actin regulator 2,6,"rgb(255,255,179)"
9757,KMT2B,lysine (K)-specific methyltransferase 2B,19,"rgb(128,177,211)"
9793,CKAP5,cytoskeleton associated protein 5,11,"rgb(190,186,218)"
9820,CUL7,cullin 7,6,"rgb(255,255,179)"
10006,ABI1,abl-interactor 1,10,"rgb(190,186,218)"
10013,HDAC6,histone deacetylase 6,X,"rgb(253,180,98)"
10019,SH2B3,SH2B adaptor protein 3,12,"rgb(190,186,218)"
10045,SH2D3A,SH2 domain containing 3A,19,"rgb(128,177,211)"
10156,RASA4,RAS p21 protein activator 4,7,"rgb(255,255,179)"
10254,STAM2,signal transducing adaptor molecule (SH3 domain and ITAM motif) 2,2,"rgb(141,211,199)"
10262,SF3B4,"splicing factor 3b, subunit 4, 49kDa",1,"rgb(141,211,199)"
10278,EFS,embryonal Fyn-associated substrate,14,"rgb(251,128,114)"
10307,APBB3,"amyloid beta (A4) precursor protein-binding, family B, member 3",5,"rgb(255,255,179)"
10451,VAV3,vav 3 guanine nucleotide exchange factor,1,"rgb(141,211,199)"
10603,SH2B2,SH2B adaptor protein 2,7,"rgb(255,255,179)"
10618,TGOLN2,trans-golgi network protein 2,2,"rgb(141,211,199)"
10818,FRS2,fibroblast growth factor receptor substrate 2,12,"rgb(190,186,218)"
10922,FASTK,Fas-activated serine/threonine kinase,7,"rgb(255,255,179)"
11184,MAP4K1,mitogen-activated protein kinase kinase kinase kinase 1,19,"rgb(128,177,211)"
11248,NXPH3,neurexophilin 3,17,"rgb(128,177,211)"
11250,GPR45,G protein-coupled receptor 45,2,"rgb(141,211,199)"
22839,DLGAP4,"discs, large (Drosophila) homolog-associated protein 4",20,"rgb(128,177,211)"
22918,CD93,CD93 molecule,20,"rgb(128,177,211)"
22974,TPX2,"TPX2, microtubule-associated",20,"rgb(128,177,211)"
22999,RIMS1,regulating synaptic membrane exocytosis 1,6,"rgb(255,255,179)"
23013,SPEN,spen family transcriptional repressor,1,"rgb(141,211,199)"
23114,NFASC,neurofascin,1,"rgb(141,211,199)"
23294,ANKS1A,ankyrin repeat and sterile alpha motif domain containing 1A,6,"rgb(255,255,179)"
23371,TENC1,tensin like C1 domain containing phosphatase (tensin 2),12,"rgb(190,186,218)"
23476,BRD4,bromodomain containing 4,19,"rgb(128,177,211)"
23542,MAPK8IP2,mitogen-activated protein kinase 8 interacting protein 2,22,"rgb(253,180,98)"
25759,SHC2,SHC (Src homology 2 domain containing) transforming protein 2,19,"rgb(128,177,211)"
25920,NELFB,negative elongation factor complex member B,9,"rgb(190,186,218)"
26191,PTPN22,"protein tyrosine phosphatase, non-receptor type 22 (lymphoid)",1,"rgb(141,211,199)"
26960,NBEA,neurobeachin,13,"rgb(251,128,114)"
29760,BLNK,B-cell linker,10,"rgb(190,186,218)"
29886,SNX8,sorting nexin 8,7,"rgb(255,255,179)"
29934,SNX12,sorting nexin 12,X,"rgb(253,180,98)"
29998,GLTSCR1,glioma tumor suppressor candidate region gene 1,19,"rgb(128,177,211)"
30011,SH3KBP1,SH3-domain kinase binding protein 1,X,"rgb(253,180,98)"
50807,ASAP1,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 1",8,"rgb(255,255,179)"
51091,SEPSECS,Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase,4,"rgb(141,211,199)"
53358,SHC3,SHC (Src homology 2 domain containing) transforming protein 3,9,"rgb(190,186,218)"
54453,RIN2,Ras and Rab interactor 2,20,"rgb(128,177,211)"
55715,DOK4,docking protein 4,16,"rgb(251,128,114)"
55816,DOK5,docking protein 5,20,"rgb(128,177,211)"
55914,ERBB2IP,erbb2 interacting protein,5,"rgb(255,255,179)"
56658,TRIM39,tripartite motif containing 39,6,"rgb(255,255,179)"
56895,AGPAT4,1-acylglycerol-3-phosphate O-acyltransferase 4,6,"rgb(255,255,179)"
56899,ANKS1B,ankyrin repeat and sterile alpha motif domain containing 1B,12,"rgb(190,186,218)"
56955,MEPE,matrix extracellular phosphoglycoprotein,4,"rgb(141,211,199)"
60385,TSKS,testis-specific serine kinase substrate,19,"rgb(128,177,211)"
64759,TNS3,tensin 3,7,"rgb(255,255,179)"
79723,SUV39H2,suppressor of variegation 3-9 homolog 2 (Drosophila),10,"rgb(190,186,218)"
79890,RIN3,Ras and Rab interactor 3,14,"rgb(251,128,114)"
80852,GRIP2,glutamate receptor interacting protein 2,3,"rgb(141,211,199)"
81875,ISG20L2,interferon stimulated exonuclease gene 20kDa-like 2,1,"rgb(141,211,199)"
83439,TCF7L1,"transcription factor 7-like 1 (T-cell specific, HMG-box)",2,"rgb(141,211,199)"
83442,SH3BGRL3,SH3 domain binding glutamate-rich protein like 3,1,"rgb(141,211,199)"
83541,FAM110A,"family with sequence similarity 110, member A",20,"rgb(128,177,211)"
