name,symbol,description,chromosome,color
1795,DOCK3,dedicator of cytokinesis 3,3,"rgb(141,211,199)"
1843,DUSP1,dual specificity phosphatase 1,5,"rgb(255,255,179)"
1845,DUSP3,dual specificity phosphatase 3,17,"rgb(128,177,211)"
1854,DUT,deoxyuridine triphosphatase,15,"rgb(251,128,114)"
1869,E2F1,E2F transcription factor 1,20,"rgb(128,177,211)"
1870,E2F2,E2F transcription factor 2,1,"rgb(141,211,199)"
1894,ECT2,epithelial cell transforming 2,3,"rgb(141,211,199)"
1915,EEF1A1,eukaryotic translation elongation factor 1 alpha 1,6,"rgb(255,255,179)"
1936,EEF1D,eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein),8,"rgb(255,255,179)"
1956,EGFR,epidermal growth factor receptor,7,"rgb(255,255,179)"
1958,EGR1,early growth response 1,5,"rgb(255,255,179)"
2002,ELK1,"ELK1, member of ETS oncogene family",X,"rgb(253,180,98)"
2017,CTTN,cortactin,11,"rgb(190,186,218)"
2033,EP300,E1A binding protein p300,22,"rgb(253,180,98)"
2048,EPHB2,EPH receptor B2,1,"rgb(141,211,199)"
2057,EPOR,erythropoietin receptor,19,"rgb(128,177,211)"
2059,EPS8,epidermal growth factor receptor pathway substrate 8,12,"rgb(190,186,218)"
2060,EPS15,epidermal growth factor receptor pathway substrate 15,1,"rgb(141,211,199)"
2064,ERBB2,v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2,17,"rgb(128,177,211)"
2065,ERBB3,v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 3,12,"rgb(190,186,218)"
2071,ERCC3,excision repair cross-complementation group 3,2,"rgb(141,211,199)"
2099,ESR1,estrogen receptor 1,6,"rgb(255,255,179)"
2100,ESR2,estrogen receptor 2 (ER beta),14,"rgb(251,128,114)"
2101,ESRRA,estrogen-related receptor alpha,11,"rgb(190,186,218)"
2104,ESRRG,estrogen-related receptor gamma,1,"rgb(141,211,199)"
2130,EWSR1,EWS RNA-binding protein 1,22,"rgb(253,180,98)"
2151,F2RL2,coagulation factor II (thrombin) receptor-like 2,5,"rgb(255,255,179)"
2175,FANCA,"Fanconi anemia, complementation group A",16,"rgb(251,128,114)"
2177,FANCD2,"Fanconi anemia, complementation group D2",3,"rgb(141,211,199)"
2185,PTK2B,protein tyrosine kinase 2 beta,8,"rgb(255,255,179)"
2192,FBLN1,fibulin 1,22,"rgb(253,180,98)"
2213,FCGR2B,"Fc fragment of IgG, low affinity IIb, receptor (CD32)",1,"rgb(141,211,199)"
2237,FEN1,flap structure-specific endonuclease 1,11,"rgb(190,186,218)"
2260,FGFR1,fibroblast growth factor receptor 1,8,"rgb(255,255,179)"
2268,FGR,"FGR proto-oncogene, Src family tyrosine kinase",1,"rgb(141,211,199)"
2308,FOXO1,forkhead box O1,13,"rgb(251,128,114)"
2316,FLNA,"filamin A, alpha",X,"rgb(253,180,98)"
2317,FLNB,"filamin B, beta",3,"rgb(141,211,199)"
2318,FLNC,"filamin C, gamma",7,"rgb(255,255,179)"
2335,FN1,fibronectin 1,2,"rgb(141,211,199)"
2353,FOS,FBJ murine osteosarcoma viral oncogene homolog,14,"rgb(251,128,114)"
2494,NR5A2,"nuclear receptor subfamily 5, group A, member 2",1,"rgb(141,211,199)"
2495,FTH1,"ferritin, heavy polypeptide 1",11,"rgb(190,186,218)"
2534,FYN,"FYN proto-oncogene, Src family tyrosine kinase",6,"rgb(255,255,179)"
2547,XRCC6,X-ray repair complementing defective repair in Chinese hamster cells 6,22,"rgb(253,180,98)"
2549,GAB1,GRB2-associated binding protein 1,4,"rgb(141,211,199)"
2550,GABBR1,"gamma-aminobutyric acid (GABA) B receptor, 1",6,"rgb(255,255,179)"
2597,GAPDH,glyceraldehyde-3-phosphate dehydrogenase,12,"rgb(190,186,218)"
2617,GARS,glycyl-tRNA synthetase,7,"rgb(255,255,179)"
2634,GBP2,"guanylate binding protein 2, interferon-inducible",1,"rgb(141,211,199)"
2690,GHR,growth hormone receptor,5,"rgb(255,255,179)"
2697,GJA1,"gap junction protein, alpha 1, 43kDa",6,"rgb(255,255,179)"
2885,GRB2,growth factor receptor-bound protein 2,17,"rgb(128,177,211)"
2887,GRB10,growth factor receptor-bound protein 10,7,"rgb(255,255,179)"
2932,GSK3B,glycogen synthase kinase 3 beta,3,"rgb(141,211,199)"
2934,GSN,gelsolin,9,"rgb(190,186,218)"
2956,MSH6,mutS homolog 6,2,"rgb(141,211,199)"
2959,GTF2B,general transcription factor IIB,1,"rgb(141,211,199)"
2976,GTF3C2,"general transcription factor IIIC, polypeptide 2, beta 110kDa",2,"rgb(141,211,199)"
3014,H2AFX,"H2A histone family, member X",11,"rgb(190,186,218)"
3064,HTT,huntingtin,4,"rgb(141,211,199)"
3065,HDAC1,histone deacetylase 1,1,"rgb(141,211,199)"
3159,HMGA1,high mobility group AT-hook 1,6,"rgb(255,255,179)"
3164,NR4A1,"nuclear receptor subfamily 4, group A, member 1",12,"rgb(190,186,218)"
3320,HSP90AA1,"heat shock protein 90kDa alpha (cytosolic), class A member 1",14,"rgb(251,128,114)"
3480,IGF1R,insulin-like growth factor 1 receptor,15,"rgb(251,128,114)"
3622,ING2,"inhibitor of growth family, member 2",4,"rgb(141,211,199)"
3659,IRF1,interferon regulatory factor 1,5,"rgb(255,255,179)"
3661,IRF3,interferon regulatory factor 3,19,"rgb(128,177,211)"
3667,IRS1,insulin receptor substrate 1,2,"rgb(141,211,199)"
3676,ITGA4,"integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)",2,"rgb(141,211,199)"
3717,JAK2,Janus kinase 2,9,"rgb(190,186,218)"
3725,JUN,jun proto-oncogene,1,"rgb(141,211,199)"
3838,KPNA2,"karyopherin alpha 2 (RAG cohort 1, importin alpha 1)",17,"rgb(128,177,211)"
3912,LAMB1,"laminin, beta 1",7,"rgb(255,255,179)"
4088,SMAD3,SMAD family member 3,15,"rgb(251,128,114)"
4089,SMAD4,SMAD family member 4,18,"rgb(128,177,211)"
4149,MAX,MYC associated factor X,14,"rgb(251,128,114)"
4193,MDM2,"MDM2 proto-oncogene, E3 ubiquitin protein ligase",12,"rgb(190,186,218)"
4217,MAP3K5,mitogen-activated protein kinase kinase kinase 5,6,"rgb(255,255,179)"
4288,MKI67,marker of proliferation Ki-67,10,"rgb(190,186,218)"
4331,MNAT1,MNAT CDK-activating kinase assembly factor 1,14,"rgb(251,128,114)"
4582,MUC1,"mucin 1, cell surface associated",1,"rgb(141,211,199)"
4602,MYB,v-myb avian myeloblastosis viral oncogene homolog,6,"rgb(255,255,179)"
4625,MYH7,"myosin, heavy chain 7, cardiac muscle, beta",14,"rgb(251,128,114)"
4642,MYO1D,myosin ID,17,"rgb(128,177,211)"
4690,NCK1,NCK adaptor protein 1,3,"rgb(141,211,199)"
4736,RPL10A,ribosomal protein L10a,6,"rgb(255,255,179)"
4772,NFATC1,"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 1",18,"rgb(128,177,211)"
4801,NFYB,"nuclear transcription factor Y, beta",12,"rgb(190,186,218)"
4878,NPPA,natriuretic peptide A,1,"rgb(141,211,199)"
4907,NT5E,"5'-nucleotidase, ecto (CD73)",6,"rgb(255,255,179)"
5000,ORC4,"origin recognition complex, subunit 4",2,"rgb(141,211,199)"
5062,PAK2,p21 protein (Cdc42/Rac)-activated kinase 2,3,"rgb(141,211,199)"
5063,PAK3,p21 protein (Cdc42/Rac)-activated kinase 3,X,"rgb(253,180,98)"
5295,PIK3R1,"phosphoinositide-3-kinase, regulatory subunit 1 (alpha)",5,"rgb(255,255,179)"
5296,PIK3R2,"phosphoinositide-3-kinase, regulatory subunit 2 (beta)",19,"rgb(128,177,211)"
5304,PIP,prolactin-induced protein,7,"rgb(255,255,179)"
5335,PLCG1,"phospholipase C, gamma 1",20,"rgb(128,177,211)"
5336,PLCG2,"phospholipase C, gamma 2 (phosphatidylinositol-specific)",16,"rgb(251,128,114)"
5336,PLCG2,"phospholipase C, gamma 2 (phosphatidylinositol-specific)",16,"rgb(251,128,114)"
5359,PLSCR1,phospholipid scramblase 1,3,"rgb(141,211,199)"
5371,PML,promyelocytic leukemia,15,"rgb(251,128,114)"
5433,POLR2D,polymerase (RNA) II (DNA directed) polypeptide D,2,"rgb(141,211,199)"
5465,PPARA,peroxisome proliferator-activated receptor alpha,22,"rgb(253,180,98)"
5469,MED1,mediator complex subunit 1,17,"rgb(128,177,211)"
5580,PRKCD,"protein kinase C, delta",3,"rgb(141,211,199)"
5594,MAPK1,mitogen-activated protein kinase 1,22,"rgb(253,180,98)"
5602,MAPK10,mitogen-activated protein kinase 10,4,"rgb(141,211,199)"
5705,PSMC5,"proteasome (prosome, macropain) 26S subunit, ATPase, 5",17,"rgb(128,177,211)"
5753,PTK6,protein tyrosine kinase 6,20,"rgb(128,177,211)"
5781,PTPN11,"protein tyrosine phosphatase, non-receptor type 11",12,"rgb(190,186,218)"
5787,PTPRB,"protein tyrosine phosphatase, receptor type, B",12,"rgb(190,186,218)"
5788,PTPRC,"protein tyrosine phosphatase, receptor type, C",1,"rgb(141,211,199)"
5795,PTPRJ,"protein tyrosine phosphatase, receptor type, J",11,"rgb(190,186,218)"
5888,RAD51,RAD51 recombinase,15,"rgb(251,128,114)"
5914,RARA,"retinoic acid receptor, alpha",17,"rgb(128,177,211)"
5921,RASA1,RAS p21 protein activator (GTPase activating protein) 1,5,"rgb(255,255,179)"
5925,RB1,retinoblastoma 1,13,"rgb(251,128,114)"
5970,RELA,v-rel avian reticuloendotheliosis viral oncogene homolog A,11,"rgb(190,186,218)"
5984,RFC4,"replication factor C (activator 1) 4, 37kDa",3,"rgb(141,211,199)"
5992,RFX4,"regulatory factor X, 4 (influences HLA class II expression)",12,"rgb(190,186,218)"
6047,RNF4,ring finger protein 4,4,"rgb(141,211,199)"
6129,RPL7,ribosomal protein L7,8,"rgb(255,255,179)"
6175,RPLP0,"ribosomal protein, large, P0",12,"rgb(190,186,218)"
6195,RPS6KA1,"ribosomal protein S6 kinase, 90kDa, polypeptide 1",1,"rgb(141,211,199)"
6197,RPS6KA3,"ribosomal protein S6 kinase, 90kDa, polypeptide 3",X,"rgb(253,180,98)"
6203,RPS9,ribosomal protein S9,19,"rgb(128,177,211)"
6205,RPS11,ribosomal protein S11,19,"rgb(128,177,211)"
6231,RPS26,ribosomal protein S26,12,"rgb(190,186,218)"
6233,RPS27A,ribosomal protein S27a,2,"rgb(141,211,199)"
6256,RXRA,"retinoid X receptor, alpha",9,"rgb(190,186,218)"
6464,SHC1,SHC (Src homology 2 domain containing) transforming protein 1,1,"rgb(141,211,199)"
6498,SKIL,SKI-like proto-oncogene,3,"rgb(141,211,199)"
6503,SLA,Src-like-adaptor,8,"rgb(255,255,179)"
6597,SMARCA4,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4",19,"rgb(128,177,211)"
6667,SP1,Sp1 transcription factor,12,"rgb(190,186,218)"
6714,SRC,"SRC proto-oncogene, non-receptor tyrosine kinase",20,"rgb(128,177,211)"
6772,STAT1,"signal transducer and activator of transcription 1, 91kDa",2,"rgb(141,211,199)"
6773,STAT2,"signal transducer and activator of transcription 2, 113kDa",12,"rgb(190,186,218)"
6774,STAT3,signal transducer and activator of transcription 3 (acute-phase response factor),17,"rgb(128,177,211)"
6776,STAT5A,signal transducer and activator of transcription 5A,17,"rgb(128,177,211)"
6778,STAT6,"signal transducer and activator of transcription 6, interleukin-4 induced",12,"rgb(190,186,218)"
6780,STAU1,staufen double-stranded RNA binding protein 1,20,"rgb(128,177,211)"
6829,SUPT5H,suppressor of Ty 5 homolog (S. cerevisiae),19,"rgb(128,177,211)"
6838,SURF6,surfeit 6,9,"rgb(190,186,218)"
6850,SYK,spleen tyrosine kinase,9,"rgb(190,186,218)"
6908,TBP,TATA box binding protein,6,"rgb(255,255,179)"
6929,TCF3,transcription factor 3,19,"rgb(128,177,211)"
6938,TCF12,transcription factor 12,15,"rgb(251,128,114)"
7025,NR2F1,"nuclear receptor subfamily 2, group F, member 1",5,"rgb(255,255,179)"
7045,TGFBI,"transforming growth factor, beta-induced, 68kDa",5,"rgb(255,255,179)"
7052,TGM2,transglutaminase 2,20,"rgb(128,177,211)"
7094,TLN1,talin 1,9,"rgb(190,186,218)"
7138,TNNT1,"troponin T type 1 (skeletal, slow)",19,"rgb(128,177,211)"
7157,TP53,tumor protein p53,17,"rgb(128,177,211)"
7161,TP73,tumor protein p73,1,"rgb(141,211,199)"
7323,UBE2D3,ubiquitin-conjugating enzyme E2D 3,4,"rgb(141,211,199)"
7341,SUMO1,small ubiquitin-like modifier 1,2,"rgb(141,211,199)"
7356,SCGB1A1,"secretoglobin, family 1A, member 1 (uteroglobin)",11,"rgb(190,186,218)"
7409,VAV1,vav 1 guanine nucleotide exchange factor,19,"rgb(128,177,211)"
7410,VAV2,vav 2 guanine nucleotide exchange factor,9,"rgb(190,186,218)"
7430,EZR,ezrin,6,"rgb(255,255,179)"
7534,YWHAZ,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta",8,"rgb(255,255,179)"
7535,ZAP70,zeta-chain (TCR) associated protein kinase 70kDa,2,"rgb(141,211,199)"
7554,ZNF8,zinc finger protein 8,19,"rgb(128,177,211)"
8161,COIL,coilin,17,"rgb(128,177,211)"
8202,NCOA3,nuclear receptor coactivator 3,20,"rgb(128,177,211)"
8204,NRIP1,nuclear receptor interacting protein 1,21,"rgb(253,180,98)"
8241,RBM10,RNA binding motif protein 10,X,"rgb(253,180,98)"
8295,TRRAP,transformation/transcription domain-associated protein,7,"rgb(255,255,179)"
8328,GFI1B,growth factor independent 1B transcription repressor,9,"rgb(190,186,218)"
8335,HIST1H2AB,"histone cluster 1, H2ab",6,"rgb(255,255,179)"
8350,HIST1H3A,"histone cluster 1, H3a",6,"rgb(255,255,179)"
8359,HIST1H4A,"histone cluster 1, H4a",6,"rgb(255,255,179)"
8431,NR0B2,"nuclear receptor subfamily 0, group B, member 2",1,"rgb(141,211,199)"
8440,NCK2,NCK adaptor protein 2,2,"rgb(141,211,199)"
8467,SMARCA5,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5",4,"rgb(141,211,199)"
8503,PIK3R3,"phosphoinositide-3-kinase, regulatory subunit 3 (gamma)",1,"rgb(141,211,199)"
8517,IKBKG,"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma",X,"rgb(253,180,98)"
8543,LMO4,LIM domain only 4,1,"rgb(141,211,199)"
8648,NCOA1,nuclear receptor coactivator 1,2,"rgb(141,211,199)"
8805,TRIM24,tripartite motif containing 24,7,"rgb(255,255,179)"
8882,ZPR1,ZPR1 zinc finger,11,"rgb(190,186,218)"
8900,CCNA1,cyclin A1,13,"rgb(251,128,114)"
9047,SH2D2A,SH2 domain containing 2A,1,"rgb(141,211,199)"
9221,NOLC1,nucleolar and coiled-body phosphoprotein 1,10,"rgb(190,186,218)"
9329,GTF3C4,"general transcription factor IIIC, polypeptide 4, 90kDa",9,"rgb(190,186,218)"
9343,EFTUD2,elongation factor Tu GTP binding domain containing 2,17,"rgb(128,177,211)"
9349,RPL23,ribosomal protein L23,17,"rgb(128,177,211)"
9440,MED17,mediator complex subunit 17,11,"rgb(190,186,218)"
9513,FXR2,"fragile X mental retardation, autosomal homolog 2",17,"rgb(128,177,211)"
9611,NCOR1,nuclear receptor corepressor 1,17,"rgb(128,177,211)"
9612,NCOR2,nuclear receptor corepressor 2,12,"rgb(190,186,218)"
9699,RIMS2,regulating synaptic membrane exocytosis 2,8,"rgb(255,255,179)"
9794,MAML1,mastermind-like 1 (Drosophila),5,"rgb(255,255,179)"
10013,HDAC6,histone deacetylase 6,X,"rgb(253,180,98)"
10019,SH2B3,SH2B adaptor protein 3,12,"rgb(190,186,218)"
10048,RANBP9,RAN binding protein 9,6,"rgb(255,255,179)"
10111,RAD50,RAD50 homolog (S. cerevisiae),5,"rgb(255,255,179)"
10254,STAM2,signal transducing adaptor molecule (SH3 domain and ITAM motif) 2,2,"rgb(141,211,199)"
10307,APBB3,"amyloid beta (A4) precursor protein-binding, family B, member 3",5,"rgb(255,255,179)"
10432,RBM14,RNA binding motif protein 14,11,"rgb(190,186,218)"
10499,NCOA2,nuclear receptor coactivator 2,8,"rgb(255,255,179)"
10529,NEBL,nebulette,10,"rgb(190,186,218)"
10657,KHDRBS1,"KH domain containing, RNA binding, signal transduction associated 1",1,"rgb(141,211,199)"
10847,SRCAP,Snf2-related CREBBP activator protein,16,"rgb(251,128,114)"
10957,PNRC1,proline-rich nuclear receptor coactivator 1,6,"rgb(255,255,179)"
10980,COPS6,COP9 signalosome subunit 6,7,"rgb(255,255,179)"
11064,CNTRL,centriolin,9,"rgb(190,186,218)"
11200,CHEK2,checkpoint kinase 2,22,"rgb(253,180,98)"
11331,PHB2,prohibitin 2,12,"rgb(190,186,218)"
22899,ARHGEF15,Rho guanine nucleotide exchange factor (GEF) 15,17,"rgb(128,177,211)"
23054,NCOA6,nuclear receptor coactivator 6,20,"rgb(128,177,211)"
23076,RRP1B,ribosomal RNA processing 1B,21,"rgb(253,180,98)"
23082,PPRC1,"peroxisome proliferator-activated receptor gamma, coactivator-related 1",10,"rgb(190,186,218)"
23223,RRP12,ribosomal RNA processing 12 homolog (S. cerevisiae),10,"rgb(190,186,218)"
23294,ANKS1A,ankyrin repeat and sterile alpha motif domain containing 1A,6,"rgb(255,255,179)"
23542,MAPK8IP2,mitogen-activated protein kinase 8 interacting protein 2,22,"rgb(253,180,98)"
23741,EID1,EP300 interacting inhibitor of differentiation 1,15,"rgb(251,128,114)"
23788,MTCH2,mitochondrial carrier 2,11,"rgb(190,186,218)"
25759,SHC2,SHC (Src homology 2 domain containing) transforming protein 2,19,"rgb(128,177,211)"
25920,NELFB,negative elongation factor complex member B,9,"rgb(190,186,218)"
25930,PTPN23,"protein tyrosine phosphatase, non-receptor type 23",3,"rgb(141,211,199)"
25959,KANK2,KN motif and ankyrin repeat domains 2,19,"rgb(128,177,211)"
26168,SENP3,SUMO1/sentrin/SMT3 specific peptidase 3,17,"rgb(128,177,211)"
27043,PELP1,"proline, glutamate and leucine rich protein 1",17,"rgb(128,177,211)"
27332,ZNF638,zinc finger protein 638,2,"rgb(141,211,199)"
30011,SH3KBP1,SH3-domain kinase binding protein 1,X,"rgb(253,180,98)"
51065,RPS27L,ribosomal protein S27-like,15,"rgb(251,128,114)"
51091,SEPSECS,Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase,4,"rgb(141,211,199)"
51465,UBE2J1,"ubiquitin-conjugating enzyme E2, J1",6,"rgb(255,255,179)"
55226,NAT10,N-acetyltransferase 10 (GCN5-related),11,"rgb(190,186,218)"
55388,MCM10,minichromosome maintenance complex component 10,10,"rgb(190,186,218)"
55629,PNRC2,proline-rich nuclear receptor coactivator 2,1,"rgb(141,211,199)"
55660,PRPF40A,PRP40 pre-mRNA processing factor 40 homolog A (S. cerevisiae),2,"rgb(141,211,199)"
55816,DOK5,docking protein 5,20,"rgb(128,177,211)"
56829,ZC3HAV1,"zinc finger CCCH-type, antiviral 1",7,"rgb(255,255,179)"
56899,ANKS1B,ankyrin repeat and sterile alpha motif domain containing 1B,12,"rgb(190,186,218)"
57473,ZNF512B,zinc finger protein 512B,20,"rgb(128,177,211)"
57619,SHROOM3,shroom family member 3,4,"rgb(141,211,199)"
58513,EPS15L1,epidermal growth factor receptor pathway substrate 15-like 1,19,"rgb(128,177,211)"
65266,WNK4,WNK lysine deficient protein kinase 4,17,"rgb(128,177,211)"
79666,PLEKHF2,"pleckstrin homology domain containing, family F (with FYVE domain) member 2",8,"rgb(255,255,179)"
80152,CENPT,centromere protein T,16,"rgb(251,128,114)"
81887,LAS1L,LAS1-like (S. cerevisiae),X,"rgb(253,180,98)"
83442,SH3BGRL3,SH3 domain binding glutamate-rich protein like 3,1,"rgb(141,211,199)"
91748,ELMSAN1,ELM2 and Myb/SANT-like domain containing 1,14,"rgb(251,128,114)"
116449,CLNK,cytokine-dependent hematopoietic cell linker,4,"rgb(141,211,199)"
130507,UBR3,ubiquitin protein ligase E3 component n-recognin 3 (putative),2,"rgb(141,211,199)"
135112,NCOA7,nuclear receptor coactivator 7,6,"rgb(255,255,179)"
